"Name","Live Bytes","Live Objects","Allocated Objects","Avg. Age","Generations"
"dibugger.userinterface.ProgramPanel$CustomParagraphView","3.400 B (37,5%)","25 (10,1%)","150 (2,4%)","0,0","1"
" java.lang.Object.<init> ()","3.400 B (37,5%)","25 (10,1%)","150 (2,4%)","0,0","1"
"  javax.swing.text.View.<init> (javax.swing.text.Element)","3.400 B (37,5%)","25 (10,1%)","150 (2,4%)","0,0","1"
"   javax.swing.text.CompositeView.<init> (javax.swing.text.Element)","3.400 B (37,5%)","25 (10,1%)","150 (2,4%)","0,0","1"
"    javax.swing.text.BoxView.<init> (javax.swing.text.Element, int)","3.400 B (37,5%)","25 (10,1%)","150 (2,4%)","0,0","1"
"     javax.swing.text.FlowView.<init> (javax.swing.text.Element, int)","3.400 B (37,5%)","25 (10,1%)","150 (2,4%)","0,0","1"
"      javax.swing.text.ParagraphView.<init> (javax.swing.text.Element)","3.400 B (37,5%)","25 (10,1%)","150 (2,4%)","0,0","1"
"       dibugger.userinterface.ProgramPanel$CustomParagraphView.<init> (dibugger.userinterface.ProgramPanel, javax.swing.text.Element)","3.400 B (37,5%)","25 (10,1%)","150 (2,4%)","0,0","1"
"        dibugger.userinterface.ProgramPanel$CustomViewFactory.create (javax.swing.text.Element)","3.400 B (37,5%)","25 (10,1%)","150 (2,4%)","0,0","1"
"         javax.swing.text.CompositeView.loadChildren (javax.swing.text.ViewFactory)","3.400 B (37,5%)","25 (10,1%)","150 (2,4%)","0,0","1"
"          javax.swing.text.CompositeView.setParent (javax.swing.text.View)","3.400 B (37,5%)","25 (10,1%)","150 (2,4%)","0,0","1"
"dibugger.debuglogic.interpreter.IntValue","2.808 B (31%)","117 (47,4%)","510 (8%)","0,0","2"
" java.lang.Object.<init> ()","2.808 B (31%)","117 (47,4%)","436 (6,9%)","0,0","2"
"  dibugger.debuglogic.interpreter.TermValue.<init> (dibugger.debuglogic.interpreter.Type)","2.808 B (31%)","117 (47,4%)","436 (6,9%)","0,0","2"
"   dibugger.debuglogic.interpreter.IntValue.<init> (int)","2.808 B (31%)","117 (47,4%)","436 (6,9%)","0,0","2"
"    dibugger.debuglogic.interpreter.IntValue.clone ()","2.616 B (28,9%)","109 (44,1%)","351 (5,5%)","0,0","1"
"     dibugger.debuglogic.interpreter.TraceState.deepCopyValues (dibugger.debuglogic.interpreter.Scope)","2.616 B (28,9%)","109 (44,1%)","351 (5,5%)","0,0","1"
"      dibugger.debuglogic.interpreter.TraceState.<init> (dibugger.debuglogic.interpreter.TraceStatePosition, int, dibugger.debuglogic.interpreter.Scope)","2.616 B (28,9%)","109 (44,1%)","351 (5,5%)","0,0","1"
"       dibugger.debuglogic.interpreter.Assignment.run ()","1.728 B (19,1%)","72 (29,1%)","240 (3,8%)","0,0","1"
"        dibugger.debuglogic.interpreter.WhileCommand.run ()","1.728 B (19,1%)","72 (29,1%)","240 (3,8%)","0,0","1"
"         dibugger.debuglogic.interpreter.RoutineCommand.run ()","1.728 B (19,1%)","72 (29,1%)","240 (3,8%)","0,0","1"
"          dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","864 B (9,5%)","36 (14,6%)","156 (2,5%)","0,0","1"
"          dibugger.debuglogic.interpreter.RoutineCall.run ()","864 B (9,5%)","36 (14,6%)","84 (1,3%)","0,0","1"
"       dibugger.debuglogic.interpreter.DeclarationAssignment.run ()","384 B (4,2%)","16 (6,5%)","48 (0,8%)","0,0","1"
"        dibugger.debuglogic.interpreter.RoutineCommand.run ()","384 B (4,2%)","16 (6,5%)","48 (0,8%)","0,0","1"
"         dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","264 B (2,9%)","11 (4,5%)","33 (0,5%)","0,0","1"
"          dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","264 B (2,9%)","11 (4,5%)","33 (0,5%)","0,0","1"
"         dibugger.debuglogic.interpreter.RoutineCall.run ()","120 B (1,3%)","5 (2%)","15 (0,2%)","0,0","1"
"          dibugger.debuglogic.interpreter.CallingAssignment.run ()","120 B (1,3%)","5 (2%)","15 (0,2%)","0,0","1"
"       dibugger.debuglogic.interpreter.ReturnCommand.run ()","216 B (2,4%)","9 (3,6%)","27 (0,4%)","0,0","1"
"        dibugger.debuglogic.interpreter.RoutineCommand.run ()","216 B (2,4%)","9 (3,6%)","27 (0,4%)","0,0","1"
"         dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","144 B (1,6%)","6 (2,4%)","18 (0,3%)","0,0","1"
"          dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","144 B (1,6%)","6 (2,4%)","18 (0,3%)","0,0","1"
"         dibugger.debuglogic.interpreter.RoutineCall.run ()","72 B (0,8%)","3 (1,2%)","9 (0,1%)","0,0","1"
"          dibugger.debuglogic.interpreter.CallingAssignment.run ()","72 B (0,8%)","3 (1,2%)","9 (0,1%)","0,0","1"
"       dibugger.debuglogic.interpreter.WhileCommand.run ()","168 B (1,9%)","7 (2,8%)","21 (0,3%)","0,0","1"
"        dibugger.debuglogic.interpreter.RoutineCommand.run ()","168 B (1,9%)","7 (2,8%)","21 (0,3%)","0,0","1"
"         dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","96 B (1,1%)","4 (1,6%)","12 (0,2%)","0,0","1"
"          dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","96 B (1,1%)","4 (1,6%)","12 (0,2%)","0,0","1"
"         dibugger.debuglogic.interpreter.RoutineCall.run ()","72 B (0,8%)","3 (1,2%)","9 (0,1%)","0,0","1"
"          dibugger.debuglogic.interpreter.CallingAssignment.run ()","72 B (0,8%)","3 (1,2%)","9 (0,1%)","0,0","1"
"       dibugger.debuglogic.interpreter.RoutineCommand.run ()","72 B (0,8%)","3 (1,2%)","9 (0,1%)","0,0","1"
"        dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","48 B (0,5%)","2 (0,8%)","6 (0,1%)","0,0","1"
"         dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","48 B (0,5%)","2 (0,8%)","6 (0,1%)","0,0","1"
"          dibugger.debuglogic.debugger.DebugLogicFacade.launchRun (java.util.List)","48 B (0,5%)","2 (0,8%)","6 (0,1%)","0,0","1"
"        dibugger.debuglogic.interpreter.RoutineCall.run ()","24 B (0,3%)","1 (0,4%)","3 (0%)","0,0","1"
"         dibugger.debuglogic.interpreter.CallingAssignment.run ()","24 B (0,3%)","1 (0,4%)","3 (0%)","0,0","1"
"          dibugger.debuglogic.interpreter.RoutineCommand.run ()","24 B (0,3%)","1 (0,4%)","3 (0%)","0,0","1"
"       dibugger.debuglogic.interpreter.CallingAssignment.run ()","48 B (0,5%)","2 (0,8%)","6 (0,1%)","0,0","1"
"        dibugger.debuglogic.interpreter.RoutineCommand.run ()","48 B (0,5%)","2 (0,8%)","6 (0,1%)","0,0","1"
"         dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","48 B (0,5%)","2 (0,8%)","6 (0,1%)","0,0","1"
"          dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","48 B (0,5%)","2 (0,8%)","6 (0,1%)","0,0","1"
"    dibugger.debuglogic.interpreter.TermGenerationVisitor.visitIntLiteral (dibugger.debuglogic.antlrparser.WlangParser.IntLiteralContext)","120 B (1,3%)","5 (2%)","30 (0,5%)","0,0","1"
"     dibugger.debuglogic.interpreter.TermGenerationVisitor.visitIntLiteral (dibugger.debuglogic.antlrparser.WlangParser.IntLiteralContext)","120 B (1,3%)","5 (2%)","30 (0,5%)","0,0","1"
"      dibugger.debuglogic.antlrparser.WlangParser$IntLiteralContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","120 B (1,3%)","5 (2%)","30 (0,5%)","0,0","1"
"       org.antlr.v4.runtime.tree.AbstractParseTreeVisitor.visit (org.antlr.v4.runtime.tree.ParseTree)","120 B (1,3%)","5 (2%)","30 (0,5%)","0,0","1"
"        dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitDeclareAssign (dibugger.debuglogic.antlrparser.WlangParser.DeclareAssignContext)","72 B (0,8%)","3 (1,2%)","18 (0,3%)","0,0","1"
"         dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitDeclareAssign (dibugger.debuglogic.antlrparser.WlangParser.DeclareAssignContext)","72 B (0,8%)","3 (1,2%)","18 (0,3%)","0,0","1"
"          dibugger.debuglogic.antlrparser.WlangParser$DeclareAssignContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","72 B (0,8%)","3 (1,2%)","18 (0,3%)","0,0","1"
"        dibugger.debuglogic.interpreter.TermGenerationVisitor.visitAddition (dibugger.debuglogic.antlrparser.WlangParser.AdditionContext)","24 B (0,3%)","1 (0,4%)","6 (0,1%)","0,0","1"
"         dibugger.debuglogic.interpreter.TermGenerationVisitor.visitAddition (dibugger.debuglogic.antlrparser.WlangParser.AdditionContext)","24 B (0,3%)","1 (0,4%)","6 (0,1%)","0,0","1"
"          dibugger.debuglogic.antlrparser.WlangParser$AdditionContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","24 B (0,3%)","1 (0,4%)","6 (0,1%)","0,0","1"
"        dibugger.debuglogic.interpreter.TermGenerationVisitor.visitInputparameterNoArray (dibugger.debuglogic.antlrparser.WlangParser.InputparameterNoArrayContext)","24 B (0,3%)","1 (0,4%)","6 (0,1%)","0,0","1"
"         dibugger.debuglogic.interpreter.TermGenerationVisitor.visitInputparameterNoArray (dibugger.debuglogic.antlrparser.WlangParser.InputparameterNoArrayContext)","24 B (0,3%)","1 (0,4%)","6 (0,1%)","0,0","1"
"          dibugger.debuglogic.antlrparser.WlangParser$InputparameterNoArrayContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","24 B (0,3%)","1 (0,4%)","6 (0,1%)","0,0","1"
"    dibugger.debuglogic.interpreter.IntValue.add (dibugger.debuglogic.interpreter.TermValue)","48 B (0,5%)","2 (0,8%)","54 (0,9%)","0,0","1"
"     dibugger.debuglogic.interpreter.AdditionTerm.evaluate (dibugger.debuglogic.interpreter.Scope)","48 B (0,5%)","2 (0,8%)","54 (0,9%)","0,0","1"
"      dibugger.debuglogic.interpreter.Assignment.run ()","48 B (0,5%)","2 (0,8%)","54 (0,9%)","0,0","1"
"       dibugger.debuglogic.interpreter.WhileCommand.run ()","48 B (0,5%)","2 (0,8%)","54 (0,9%)","0,0","1"
"        dibugger.debuglogic.interpreter.RoutineCommand.run ()","48 B (0,5%)","2 (0,8%)","54 (0,9%)","0,0","1"
"         dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","24 B (0,3%)","1 (0,4%)","26 (0,4%)","0,0","1"
"          dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","24 B (0,3%)","1 (0,4%)","26 (0,4%)","0,0","1"
"         dibugger.debuglogic.interpreter.RoutineCall.run ()","24 B (0,3%)","1 (0,4%)","28 (0,4%)","0,0","1"
"          dibugger.debuglogic.interpreter.CallingAssignment.run ()","24 B (0,3%)","1 (0,4%)","28 (0,4%)","0,0","1"
"    dibugger.debuglogic.interpreter.Type.<clinit> ()","24 B (0,3%)","1 (0,4%)","1 (0%)","5,0","1"
"     dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainFunctionHead (dibugger.debuglogic.antlrparser.WlangParser.MainFunctionHeadContext)","24 B (0,3%)","1 (0,4%)","1 (0%)","5,0","1"
"      dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainFunctionHead (dibugger.debuglogic.antlrparser.WlangParser.MainFunctionHeadContext)","24 B (0,3%)","1 (0,4%)","1 (0%)","5,0","1"
"       dibugger.debuglogic.antlrparser.WlangParser$MainFunctionHeadContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","24 B (0,3%)","1 (0,4%)","1 (0%)","5,0","1"
"        org.antlr.v4.runtime.tree.AbstractParseTreeVisitor.visit (org.antlr.v4.runtime.tree.ParseTree)","24 B (0,3%)","1 (0,4%)","1 (0%)","5,0","1"
"         dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainRoutine (dibugger.debuglogic.antlrparser.WlangParser.MainRoutineContext)","24 B (0,3%)","1 (0,4%)","1 (0%)","5,0","1"
"          dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainRoutine (dibugger.debuglogic.antlrparser.WlangParser.MainRoutineContext)","24 B (0,3%)","1 (0,4%)","1 (0%)","5,0","1"
"dibugger.debuglogic.interpreter.TraceState","1.152 B (12,7%)","36 (14,6%)","115 (1,8%)","0,0","1"
" java.lang.Object.<init> ()","1.152 B (12,7%)","36 (14,6%)","112 (1,8%)","0,0","1"
"  dibugger.debuglogic.interpreter.TraceState.<init> (dibugger.debuglogic.interpreter.TraceStatePosition, int, dibugger.debuglogic.interpreter.Scope)","1.152 B (12,7%)","36 (14,6%)","112 (1,8%)","0,0","1"
"   dibugger.debuglogic.interpreter.Assignment.run ()","672 B (7,4%)","21 (8,5%)","67 (1,1%)","0,0","1"
"    dibugger.debuglogic.interpreter.WhileCommand.run ()","672 B (7,4%)","21 (8,5%)","67 (1,1%)","0,0","1"
"     dibugger.debuglogic.interpreter.RoutineCommand.run ()","672 B (7,4%)","21 (8,5%)","67 (1,1%)","0,0","1"
"      dibugger.debuglogic.interpreter.RoutineCall.run ()","384 B (4,2%)","12 (4,9%)","28 (0,4%)","0,0","1"
"       dibugger.debuglogic.interpreter.CallingAssignment.run ()","384 B (4,2%)","12 (4,9%)","28 (0,4%)","0,0","1"
"        dibugger.debuglogic.interpreter.RoutineCommand.run ()","384 B (4,2%)","12 (4,9%)","28 (0,4%)","0,0","1"
"         dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","384 B (4,2%)","12 (4,9%)","28 (0,4%)","0,0","1"
"          dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","384 B (4,2%)","12 (4,9%)","28 (0,4%)","0,0","1"
"      dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","288 B (3,2%)","9 (3,6%)","39 (0,6%)","0,0","1"
"       dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","288 B (3,2%)","9 (3,6%)","39 (0,6%)","0,0","1"
"        dibugger.debuglogic.debugger.DebugLogicFacade.launchRun (java.util.List)","288 B (3,2%)","9 (3,6%)","39 (0,6%)","0,0","1"
"         dibugger.control.DebugLogicController.startDebug ()","288 B (3,2%)","9 (3,6%)","39 (0,6%)","0,0","1"
"          dibugger.control.ControlFacade.startDebug ()","288 B (3,2%)","9 (3,6%)","39 (0,6%)","0,0","1"
"   dibugger.debuglogic.interpreter.DeclarationAssignment.run ()","192 B (2,1%)","6 (2,4%)","18 (0,3%)","0,0","1"
"    dibugger.debuglogic.interpreter.RoutineCommand.run ()","192 B (2,1%)","6 (2,4%)","18 (0,3%)","0,0","1"
"     dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","128 B (1,4%)","4 (1,6%)","12 (0,2%)","0,0","1"
"      dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","128 B (1,4%)","4 (1,6%)","12 (0,2%)","0,0","1"
"       dibugger.debuglogic.debugger.DebugLogicFacade.launchRun (java.util.List)","128 B (1,4%)","4 (1,6%)","12 (0,2%)","0,0","1"
"        dibugger.control.DebugLogicController.startDebug ()","128 B (1,4%)","4 (1,6%)","12 (0,2%)","0,0","1"
"         dibugger.control.ControlFacade.startDebug ()","128 B (1,4%)","4 (1,6%)","12 (0,2%)","0,0","1"
"          dibugger.userinterface.MainInterface.startDebug ()","128 B (1,4%)","4 (1,6%)","12 (0,2%)","0,0","1"
"     dibugger.debuglogic.interpreter.RoutineCall.run ()","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"      dibugger.debuglogic.interpreter.CallingAssignment.run ()","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"       dibugger.debuglogic.interpreter.RoutineCommand.run ()","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"        dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"         dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"          dibugger.debuglogic.debugger.DebugLogicFacade.launchRun (java.util.List)","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"   dibugger.debuglogic.interpreter.RoutineCommand.run ()","96 B (1,1%)","3 (1,2%)","9 (0,1%)","0,0","1"
"    dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"     dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"      dibugger.debuglogic.debugger.DebugLogicFacade.launchRun (java.util.List)","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"       dibugger.control.DebugLogicController.startDebug ()","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"        dibugger.control.ControlFacade.startDebug ()","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"         dibugger.userinterface.MainInterface.startDebug ()","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"          dibugger.userinterface.CommandPanel.startDebug ()","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"    dibugger.debuglogic.interpreter.RoutineCall.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"     dibugger.debuglogic.interpreter.CallingAssignment.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"      dibugger.debuglogic.interpreter.RoutineCommand.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"       dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"        dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"         dibugger.debuglogic.debugger.DebugLogicFacade.launchRun (java.util.List)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"          dibugger.control.DebugLogicController.startDebug ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"   dibugger.debuglogic.interpreter.ReturnCommand.run ()","96 B (1,1%)","3 (1,2%)","9 (0,1%)","0,0","1"
"    dibugger.debuglogic.interpreter.RoutineCommand.run ()","96 B (1,1%)","3 (1,2%)","9 (0,1%)","0,0","1"
"     dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"      dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"       dibugger.debuglogic.debugger.DebugLogicFacade.launchRun (java.util.List)","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"        dibugger.control.DebugLogicController.startDebug ()","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"         dibugger.control.ControlFacade.startDebug ()","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"          dibugger.userinterface.MainInterface.startDebug ()","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"     dibugger.debuglogic.interpreter.RoutineCall.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"      dibugger.debuglogic.interpreter.CallingAssignment.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"       dibugger.debuglogic.interpreter.RoutineCommand.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"        dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"         dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"          dibugger.debuglogic.debugger.DebugLogicFacade.launchRun (java.util.List)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"   dibugger.debuglogic.interpreter.WhileCommand.run ()","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"    dibugger.debuglogic.interpreter.RoutineCommand.run ()","64 B (0,7%)","2 (0,8%)","6 (0,1%)","0,0","1"
"     dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"      dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"       dibugger.debuglogic.debugger.DebugLogicFacade.launchRun (java.util.List)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"        dibugger.control.DebugLogicController.startDebug ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"         dibugger.control.ControlFacade.startDebug ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"          dibugger.userinterface.MainInterface.startDebug ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"     dibugger.debuglogic.interpreter.RoutineCall.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"      dibugger.debuglogic.interpreter.CallingAssignment.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"       dibugger.debuglogic.interpreter.RoutineCommand.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"        dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"         dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"          dibugger.debuglogic.debugger.DebugLogicFacade.launchRun (java.util.List)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"   dibugger.debuglogic.interpreter.CallingAssignment.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"    dibugger.debuglogic.interpreter.RoutineCommand.run ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"     dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"      dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"       dibugger.debuglogic.debugger.DebugLogicFacade.launchRun (java.util.List)","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"        dibugger.control.DebugLogicController.startDebug ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"         dibugger.control.ControlFacade.startDebug ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"          dibugger.userinterface.MainInterface.startDebug ()","32 B (0,4%)","1 (0,4%)","3 (0%)","0,0","1"
"dibugger.debuglogic.interpreter.Scope","240 B (2,7%)","6 (2,4%)","15 (0,2%)","2,7","3"
" java.lang.Object.<init> ()","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"  dibugger.debuglogic.interpreter.Scope.<init> ()","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"   dibugger.debuglogic.interpreter.GenerationController.generateTrace (String, java.util.List, String)","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"    dibugger.debuglogic.debugger.DebugControl.launchRun (java.util.List)","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"     dibugger.debuglogic.debugger.DebugLogicFacade.launchRun (java.util.List)","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"      dibugger.control.DebugLogicController.startDebug ()","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"       dibugger.control.ControlFacade.startDebug ()","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"        dibugger.userinterface.MainInterface.startDebug ()","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"         dibugger.userinterface.CommandPanel.startDebug ()","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"          dibugger.userinterface.CommandPanel.lambda$0 (java.awt.event.ActionEvent)","240 B (2,7%)","6 (2,4%)","6 (0,1%)","2,7","3"
"dibugger.debuglogic.interpreter.ConstantTerm","208 B (2,3%)","13 (5,3%)","41 (0,6%)","3,1","2"
" java.lang.Object.<init> ()","208 B (2,3%)","13 (5,3%)","38 (0,6%)","3,1","2"
"  dibugger.debuglogic.interpreter.Term.<init> ()","208 B (2,3%)","13 (5,3%)","38 (0,6%)","3,1","2"
"   dibugger.debuglogic.interpreter.ConstantTerm.<init> (dibugger.debuglogic.interpreter.TermValue)","208 B (2,3%)","13 (5,3%)","38 (0,6%)","3,1","2"
"    dibugger.debuglogic.interpreter.Type.<clinit> ()","128 B (1,4%)","8 (3,2%)","8 (0,1%)","5,0","1"
"     dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainFunctionHead (dibugger.debuglogic.antlrparser.WlangParser.MainFunctionHeadContext)","128 B (1,4%)","8 (3,2%)","8 (0,1%)","5,0","1"
"      dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainFunctionHead (dibugger.debuglogic.antlrparser.WlangParser.MainFunctionHeadContext)","128 B (1,4%)","8 (3,2%)","8 (0,1%)","5,0","1"
"       dibugger.debuglogic.antlrparser.WlangParser$MainFunctionHeadContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","128 B (1,4%)","8 (3,2%)","8 (0,1%)","5,0","1"
"        org.antlr.v4.runtime.tree.AbstractParseTreeVisitor.visit (org.antlr.v4.runtime.tree.ParseTree)","128 B (1,4%)","8 (3,2%)","8 (0,1%)","5,0","1"
"         dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainRoutine (dibugger.debuglogic.antlrparser.WlangParser.MainRoutineContext)","128 B (1,4%)","8 (3,2%)","8 (0,1%)","5,0","1"
"          dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitMainRoutine (dibugger.debuglogic.antlrparser.WlangParser.MainRoutineContext)","128 B (1,4%)","8 (3,2%)","8 (0,1%)","5,0","1"
"    dibugger.debuglogic.interpreter.TermGenerationVisitor.visitIntLiteral (dibugger.debuglogic.antlrparser.WlangParser.IntLiteralContext)","80 B (0,9%)","5 (2%)","30 (0,5%)","0,0","1"
"     dibugger.debuglogic.interpreter.TermGenerationVisitor.visitIntLiteral (dibugger.debuglogic.antlrparser.WlangParser.IntLiteralContext)","80 B (0,9%)","5 (2%)","30 (0,5%)","0,0","1"
"      dibugger.debuglogic.antlrparser.WlangParser$IntLiteralContext.accept (org.antlr.v4.runtime.tree.ParseTreeVisitor)","80 B (0,9%)","5 (2%)","30 (0,5%)","0,0","1"
"       org.antlr.v4.runtime.tree.AbstractParseTreeVisitor.visit (org.antlr.v4.runtime.tree.ParseTree)","80 B (0,9%)","5 (2%)","30 (0,5%)","0,0","1"
"        dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitDeclareAssign (dibugger.debuglogic.antlrparser.WlangParser.DeclareAssignContext)","48 B (0,5%)","3 (1,2%)","18 (0,3%)","0,0","1"
"         dibugger.debuglogic.interpreter.CommandGenerationVisitor.visitDeclareAssign (dibugger.debuglogic.antlrparser.WlangParser.DeclareAssignContext)","48 B (0,5%)","3 (1,2%)","18 (0,3%)","0,0","1"
